ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,No phone lines
1255,19.142800,2.354470,40.372000,0,"CC","FreeLocal","Intnl_discount",72,"F","M",1,38788.300000,"Y",
1256,0.000000,0.000000,1.512210,0,"CH","Budget","Standard",61,"M","M",2,25303.200000,"N",
1257,12.059200,0.000000,27.387900,1,"Auto","FreeLocal","Intnl_discount",41,"F","M",1,3920.430000,"Y",
1258,1.771080,0.000000,98.706700,1,"CC","FreeLocal","Standard",29,"M","S",0,49127.200000,"N",
1259,4.301460,0.000000,7.162160,0,"Auto","Budget","Standard",96,"M","M",1,2502.740000,"N",
1260,8.462790,0.000000,22.651300,0,"CC","FreeLocal","Standard",51,"F","S",2,2638.110000,"Y",
1261,0.000000,0.000000,3.942290,0,"CC","Budget","Intnl_discount",50,"F","S",2,64632.300000,"N",
1262,13.148700,0.000000,33.939100,0,"CH","FreeLocal","Standard",37,"M","S",1,13126.900000,"N",
1263,18.123300,0.000000,21.006100,0,"Auto","FreeLocal","Intnl_discount",30,"F","M",0,61971.900000,"Y",
1264,11.857100,0.000000,135.648000,0,"Auto","Budget","Standard",20,"M","M",1,59632.900000,"Y",
1265,1.213460,0.000000,72.617600,0,"CC","Budget","Intnl_discount",22,"F","M",1,67744.500000,"Y",
1266,12.499000,0.000000,74.929200,0,"CC","Budget","Standard",55,"F","M",2,7394.150000,"N",
1267,29.648000,0.000000,55.929100,0,"CH","FreeLocal","Standard",32,"F","M",2,16705.600000,"N",
1268,24.422500,0.000000,104.948000,0,"CC","FreeLocal","Standard",83,"M","M",2,85753.400000,"N",
1269,10.849100,0.000000,161.387000,0,"CC","Budget","Intnl_discount",41,"F","M",0,57307.100000,"N",
1270,0.000000,0.000000,4.337730,0,"CC","FreeLocal","Standard",52,"M","S",1,29870.000000,"N",
1271,3.859020,0.000000,37.210900,0,"Auto","Budget","Standard",74,"F","S",1,42002.000000,"N",
1272,28.708100,0.000000,61.486200,0,"Auto","Budget","Intnl_discount",54,"M","S",1,13428.500000,"N",
1273,18.319500,0.000000,47.575500,0,"Auto","Budget","Standard",37,"F","S",0,5978.890000,"Y",
1274,12.290400,5.132740,88.639500,0,"Auto","Budget","Standard",73,"F","M",0,61438.200000,"N",
1275,23.216700,0.000000,143.812000,0,"CH","FreeLocal","Intnl_discount",22,"F","S",2,14905.000000,"Y",
1276,0.000000,0.000000,1.956540,0,"CC","Budget","Intnl_discount",45,"F","S",0,45057.100000,"N",
1277,8.645950,0.000000,67.416800,0,"CC","Budget","Intnl_discount",40,"M","S",0,57482.700000,"Y",
1278,6.782460,0.000000,132.658000,0,"CC","FreeLocal","Standard",66,"F","M",2,41876.600000,"Y",
1279,26.467900,0.000000,13.946100,0,"CC","Budget","Standard",34,"F","M",2,24325.800000,"Y",
1280,25.718400,0.000000,73.714700,0,"CC","Budget","Standard",67,"M","S",1,80982.700000,"N",
1281,24.947900,0.000000,29.109500,0,"CC","FreeLocal","Standard",89,"F","S",2,27492.200000,"N",
1282,29.948200,0.000000,312.202000,0,"Auto","Budget","Intnl_discount",97,"M","M",1,9148.270000,"N",
1283,6.204470,0.000000,41.749400,0,"Auto","FreeLocal","Standard",52,"F","M",1,24943.000000,"Y",
1284,29.500200,0.000000,30.209700,0,"CC","FreeLocal","Standard",91,"M","M",0,,"N",
1285,28.324100,0.000000,12.405500,0,"CH","FreeLocal","Intnl_discount",60,"F","S",2,24703.800000,"N",
1286,10.854700,0.000000,122.452000,0,"CC","Budget","Standard",48,"F","M",2,44596.400000,"N",
1287,21.917000,0.000000,12.640000,0,"CC","FreeLocal","Standard",48,"M","M",0,39598.700000,"N",
1288,9.505780,0.000000,103.275000,0,"CC","FreeLocal","Standard",89,"M","M",0,91655.800000,"N",
1289,0.000000,0.000000,1.523750,0,"CH","FreeLocal","Standard",29,"F","M",0,6921.400000,"Y",
1290,0.000000,0.000000,0.353618,0,"Auto","Budget","Standard",84,"M","M",2,4235.150000,"N",
1291,27.813600,2.097190,94.109400,1,"CC","FreeLocal","Standard",80,"F","S",0,48506.700000,"N",
1292,0.746339,2.931530,18.902800,0,"CC","FreeLocal","Standard",20,"M","M",1,99398.100000,"N",
1293,24.734000,0.000000,21.168200,0,"CC","Budget","Standard",28,"M","S",0,37135.500000,"N",
1294,9.818640,0.000000,25.109300,0,"Auto","Budget","Standard",21,"F","M",1,78855.500000,"N",
1295,0.824607,0.000000,103.010000,0,"CC","FreeLocal","Standard",90,"F","M",1,60034.900000,"Y",
1296,15.918100,0.000000,6.322120,0,"Auto","Budget","Intnl_discount",44,"M","M",2,57430.500000,"N",
1297,13.660900,0.000000,37.685100,0,"CC","FreeLocal","Standard",90,"F","M",1,2796.070000,"N",
1298,0.000000,0.000000,2.641450,1,"CC","Budget","Standard",82,"M","M",2,30271.400000,"N",
1299,13.454000,0.000000,21.091900,0,"Auto","FreeLocal","Standard",77,"M","S",0,73850.000000,"N",
1300,3.099690,0.000000,6.432710,0,"CC","Budget","Standard",65,"M","M",0,30057.400000,"Y",
1301,2.883590,0.000000,10.253300,0,"CH","FreeLocal","Standard",27,"F","S",0,67668.300000,"N",
1302,25.140500,0.000000,88.042700,0,"CC","FreeLocal","Intnl_discount",56,"M","S",2,61417.300000,"Y",
1303,0.000000,0.000000,2.708490,0,"CH","FreeLocal","Standard",42,"F","M",1,82666.300000,"N",
1304,28.020800,2.614890,73.404100,0,"CC","Budget","Intnl_discount",75,"F","S",0,48755.100000,"N",
1305,20.938300,0.000000,8.171680,0,"CC","Budget","Standard",93,"M","S",0,38248.300000,"N",
1306,18.810600,0.000000,86.989300,0,"Auto","Budget","Standard",42,"F","S",1,14740.100000,"N",
1307,8.784890,0.000000,120.532000,0,"CC","FreeLocal","Standard",44,"F","S",0,21038.900000,"N",
1308,5.022060,0.000000,29.804600,0,"CC","Budget","Standard",20,"M","S",2,9431.040000,"N",
1309,17.999700,0.000000,133.759000,0,"CC","FreeLocal","Standard",20,"F","M",2,59758.400000,"N",
1310,4.588440,7.662640,8.491070,0,"CC","Budget","Standard",95,"M","S",0,38872.300000,"N",
1311,26.523300,0.000000,32.198800,0,"CC","Budget","Intnl_discount",97,"M","M",2,75004.500000,"N",
1312,11.814300,0.635238,5.735870,0,"CC","FreeLocal","Standard",97,"M","M",0,96223.400000,"Y",
1313,13.763000,0.000000,26.924600,0,"CH","FreeLocal","Standard",28,"M","M",1,43448.000000,"N",
1314,4.802090,8.003820,13.245100,0,"CC","Budget","Standard",74,"M","M",1,60933.900000,"N",
1315,0.000000,0.000000,4.321940,0,"CH","FreeLocal","Standard",90,"M","S",2,42504.300000,"N",
1316,0.000000,0.000000,0.804101,1,"Auto","Budget","Intnl_discount",63,"F","M",0,88791.500000,"N",
1317,15.864000,0.000000,27.319400,0,"Auto","Budget","Standard",72,"F","S",1,78796.000000,"N",
1318,9.007080,0.000000,38.162000,0,"CH","FreeLocal","Standard",88,"M","S",2,6704.780000,"N",
1319,22.085300,0.618278,110.129000,0,"CC","Budget","Standard",24,"F","M",1,88663.400000,"N",
1320,3.305510,0.000000,36.695900,0,"CH","Budget","Standard",97,"F","M",0,,"N",
1321,20.268500,0.000000,102.864000,0,"CH","Budget","Intnl_discount",90,"F","M",0,91620.600000,"N",
1322,5.925940,0.000000,44.592800,0,"CC","FreeLocal","Intnl_discount",66,"M","S",2,72018.600000,"Y",
1323,13.796800,0.000000,337.564000,0,"CH","FreeLocal","Standard",69,"F","M",2,28848.800000,"N",
1324,20.085100,0.000000,59.198800,0,"CH","Budget","Intnl_discount",21,"F","M",1,64557.800000,"Y",
1325,28.791300,5.213030,67.358600,0,"CH","FreeLocal","Standard",52,"M","S",0,54622.300000,"N",
1326,27.443700,0.000000,53.850300,0,"CC","FreeLocal","Intnl_discount",65,"F","S",0,73918.300000,"N",
1327,10.823500,0.000000,36.745000,0,"Auto","Budget","Standard",61,"M","S",2,66026.000000,"N",
1328,25.986200,0.000000,21.093300,0,"CC","FreeLocal","Standard",44,"M","S",1,82314.100000,"Y",
1329,29.305600,0.011654,54.823000,0,"CC","FreeLocal","Standard",65,"M","M",2,54370.800000,"N",
1330,26.571400,0.000000,25.265600,0,"CC","FreeLocal","Standard",81,"F","M",0,71816.100000,"Y",
1331,21.327800,0.000000,35.850200,0,"CC","Budget","Standard",21,"F","M",2,30763.800000,"Y",
1332,28.192200,0.000000,93.634700,0,"CH","FreeLocal","Standard",19,"F","S",2,56438.900000,"N",
1333,16.168600,0.000000,6.106250,0,"CC","FreeLocal","Standard",50,"F","M",2,11458.400000,"Y",
1334,29.059000,0.301049,65.360400,0,"CH","Budget","Standard",97,"M","M",0,39383.400000,"Y",
1335,12.062500,0.000000,22.052500,0,"Auto","Budget","Intnl_discount",28,"M","M",1,10385.300000,"N",
1336,16.371700,0.000000,7.006880,0,"CH","Budget","Standard",97,"F","M",1,51261.900000,"Y",
1337,17.658400,0.000000,71.074400,0,"CC","FreeLocal","Standard",53,"F","S",0,95584.500000,"N",
1338,3.723250,0.000000,36.504100,0,"CC","FreeLocal","Intnl_discount",61,"M","S",0,72385.900000,"N",
1339,17.405100,0.000000,6.315060,1,"CC","FreeLocal","Standard",20,"F","S",2,43046.400000,"Y",
1340,22.774400,0.000000,28.050200,0,"Auto","Budget","Standard",39,"M","M",0,29227.800000,"N",
1341,25.886200,0.000000,5.871530,0,"CC","FreeLocal","Standard",50,"F","M",2,38281.100000,"N",
1342,21.794600,0.000000,26.081100,0,"Auto","FreeLocal","Intnl_discount",21,"M","M",0,63671.300000,"Y",
1343,0.000000,0.000000,4.453340,0,"Auto","Budget","Standard",90,"F","M",2,63000.100000,"N",
1344,15.266500,0.000000,101.243000,0,"CC","Budget","Standard",43,"M","M",2,34443.600000,"N",
1345,0.000000,0.000000,2.274980,0,"Auto","Budget","Standard",93,"M","S",0,44173.900000,"Y",
1346,7.544890,0.000000,82.847600,0,"CH","Budget","Standard",42,"F","S",0,74342.900000,"N",
1347,13.449500,3.769520,15.896000,0,"CC","FreeLocal","Intnl_discount",67,"F","S",0,79727.000000,"N",
1348,21.825200,0.000000,69.003700,0,"CC","FreeLocal","Standard",66,"M","S",0,80025.300000,"Y",
1349,9.364520,0.000000,15.756300,0,"CH","Budget","Standard",19,"M","M",2,22567.900000,"Y",
1350,0.000000,0.000000,3.016270,0,"CC","FreeLocal","Standard",33,"F","S",0,36486.400000,"N",
1351,26.681000,0.666323,11.052600,0,"CC","FreeLocal","Standard",67,"F","S",1,96519.100000,"Y",
1352,4.022090,0.000000,13.640500,0,"CC","FreeLocal","Standard",64,"M","M",1,92298.000000,"N",
1353,12.793000,0.000000,17.179300,0,"CC","Budget","Standard",72,"F","S",2,63291.100000,"Y",
1354,14.143700,0.000000,30.329300,0,"Auto","FreeLocal","Standard",30,"F","M",0,20058.400000,"N",
1355,12.561800,0.000000,73.287700,0,"CH","Budget","Standard",69,"F","S",2,67773.900000,"N",
1356,0.837476,0.000000,30.126700,0,"CH","Budget","Standard",80,"F","S",1,31809.700000,"Y",
1357,8.082110,0.000000,10.585800,0,"CH","Budget","Standard",50,"F","M",2,13774.200000,"N",
1358,19.709800,0.000000,28.713200,0,"CC","Budget","Standard",60,"M","S",0,67477.000000,"N",
1359,9.372810,0.000000,25.153700,0,"Auto","FreeLocal","Standard",63,"M","M",2,60644.300000,"N",
1360,2.062400,0.000000,16.597800,0,"CH","FreeLocal","Standard",28,"M","S",2,39700.300000,"N",
1361,22.513900,0.000000,5.375670,0,"CC","FreeLocal","Standard",61,"M","S",2,88408.200000,"N",
1362,19.548700,0.000000,102.488000,0,"CH","FreeLocal","Standard",34,"F","S",1,95986.000000,"N",
1363,13.314800,0.000000,157.814000,1,"CH","FreeLocal","Intnl_discount",84,"F","M",1,83850.500000,"Y",
1364,17.442200,0.000000,28.415900,0,"CC","FreeLocal","Standard",55,"F","M",0,67720.200000,"Y",
1365,10.667200,0.000000,233.810000,0,"CC","Budget","Standard",87,"F","M",1,12935.200000,"N",
1366,9.187510,0.000000,34.259000,0,"Auto","FreeLocal","Intnl_discount",71,"M","M",0,37113.600000,"N",
1367,8.646360,0.000000,69.925000,0,"CC","Budget","Standard",43,"F","S",1,53989.300000,"N",
1368,22.384600,0.000000,40.489900,0,"Auto","Budget","Standard",93,"F","S",1,13109.100000,"N",
1369,19.780000,0.000000,57.617700,3,"CC","FreeLocal","Intnl_discount",73,"F","S",0,23832.000000,"N",1
1370,26.856100,0.000000,213.184000,0,"CC","FreeLocal","Standard",86,"M","M",2,78801.200000,"N",
1371,16.782400,3.516740,12.940000,0,"CC","FreeLocal","Standard",54,"F","M",1,27376.000000,"N",
1372,3.257600,0.000000,10.074100,0,"CC","FreeLocal","Standard",72,"M","S",1,95182.100000,"N",
1373,29.020000,0.000000,173.619000,0,"CC","FreeLocal","Intnl_discount",84,"M","M",0,46514.200000,"Y",
1374,23.467000,0.000000,28.757200,0,"Auto","FreeLocal","Standard",56,"F","S",2,96863.600000,"N",
1375,8.333710,0.000000,58.887200,0,"Auto","Budget","Standard",43,"F","M",1,32806.300000,"N",
1376,0.000000,0.000000,1.460820,0,"CH","FreeLocal","Standard",21,"M","S",0,15924.200000,"N",
1377,13.156000,0.000000,35.867600,0,"CC","FreeLocal","Intnl_discount",21,"M","M",2,61825.500000,"N",
1378,12.054700,0.000000,13.322900,0,"Auto","FreeLocal","Standard",52,"F","S",0,44497.300000,"N",
1379,21.757700,0.000000,11.005900,0,"CC","Budget","Standard",56,"M","M",2,79952.900000,"N",
1380,24.251300,9.419780,57.847200,0,"CC","FreeLocal","Intnl_discount",21,"M","S",1,92788.100000,"N",
1381,13.350600,0.000000,8.765140,0,"CH","FreeLocal","Standard",55,"M","S",2,16938.500000,"N",
1382,0.000000,0.000000,1.747120,0,"CC","Budget","Intnl_discount",48,"F","M",0,83157.500000,"N",
1383,0.000000,0.000000,1.519270,0,"Auto","FreeLocal","Standard",18,"M","S",2,11691.200000,"Y",
1384,27.436700,0.000000,10.943000,0,"Auto","Budget","Standard",39,"F","S",2,51662.200000,"N",
1385,4.912220,6.469120,116.419000,0,"CC","Budget","Intnl_discount",23,"M","S",1,,"N",
1386,27.564500,0.000000,212.356000,0,"Auto","Budget","Standard",65,"M","S",1,11520.300000,"N",
1387,21.527300,0.000000,26.544100,4,"CC","Budget","Intnl_discount",31,"F","M",2,55977.700000,"N",1
1388,0.000000,0.000000,2.632030,0,"CC","Budget","Standard",75,"F","M",2,55272.700000,"Y",
1389,11.909700,0.000000,134.395000,0,"CC","FreeLocal","Standard",57,"M","S",2,91136.200000,"N",
1390,6.191980,4.480210,7.831470,0,"CH","FreeLocal","Standard",70,"M","M",1,74381.500000,"N",
1391,12.229800,0.000000,135.424000,0,"CH","FreeLocal","Standard",31,"M","M",0,51015.700000,"Y",
1392,28.055600,0.000000,61.993200,2,"CC","Budget","Standard",38,"F","M",2,81309.500000,"Y",1
1393,7.813930,0.000000,33.168800,0,"Auto","FreeLocal","Standard",89,"F","S",2,79133.000000,"Y",
1394,0.000000,0.000000,1.386710,0,"CC","Budget","Standard",28,"F","M",1,7543.290000,"Y",
1395,0.000000,0.000000,3.928110,0,"CC","Budget","Standard",88,"F","M",2,58807.500000,"Y",
1396,9.390730,0.000000,21.318300,0,"CC","FreeLocal","Intnl_discount",33,"F","M",1,33967.700000,"N",
1397,25.095300,0.000000,111.591000,0,"CC","FreeLocal","Standard",46,"F","M",1,51014.000000,"N",
1398,21.444800,0.000000,10.436800,0,"CC","Budget","Standard",31,"M","M",0,15865.000000,"N",
1399,22.155500,0.092017,54.799400,0,"CC","Budget","Standard",41,"M","S",0,85804.300000,"Y",
1400,11.022400,0.000000,49.894900,0,"CC","FreeLocal","Intnl_discount",20,"F","S",2,23671.600000,"N",
1401,7.727350,0.000000,255.236000,0,"CC","FreeLocal","Standard",84,"M","M",0,,"N",
1402,27.497200,0.000000,6.153650,0,"Auto","Budget","Intnl_discount",56,"F","M",1,87302.600000,"N",
1403,19.010600,0.000000,65.854900,0,"Auto","Budget","Intnl_discount",49,"F","S",0,64727.500000,"N",
1404,27.734900,0.000000,44.528800,0,"Auto","FreeLocal","Intnl_discount",27,"F","S",1,38458.600000,"Y",
1405,3.346920,9.609670,136.888000,0,"CH","Budget","Standard",68,"M","S",1,57322.100000,"Y",
1406,24.773300,0.000000,20.078700,0,"CH","FreeLocal","Intnl_discount",92,"F","M",1,77129.100000,"Y",
1407,9.786280,8.797960,72.624400,0,"CC","Budget","Standard",69,"F","M",0,10250.100000,"N",
1408,24.042800,0.000000,19.892500,0,"CH","Budget","Standard",59,"F","S",0,23892.200000,"Y",
1409,13.987800,7.559130,20.720300,0,"Auto","FreeLocal","Standard",42,"F","M",0,69458.800000,"N",
1410,6.990140,0.000000,64.411600,0,"CC","Budget","Standard",76,"M","S",2,59592.600000,"Y",
1411,3.113300,0.000000,127.138000,0,"CC","Budget","Standard",68,"M","S",2,17047.200000,"Y",
1412,2.964260,3.301220,73.324900,0,"Auto","Budget","Intnl_discount",41,"F","S",2,48271.800000,"N",
1413,26.686900,0.000000,9.670350,0,"CC","FreeLocal","Standard",79,"F","S",1,94278.700000,"Y",
1414,27.671400,0.000000,58.947000,0,"CH","Budget","Standard",48,"M","M",2,60463.400000,"Y",
1415,14.697100,0.000000,17.869700,0,"Auto","Budget","Intnl_discount",30,"F","S",1,73334.300000,"N",
1416,22.023500,0.000000,19.501100,0,"CH","FreeLocal","Standard",42,"F","M",1,31650.200000,"N",
1417,29.943700,0.000000,48.605900,0,"CC","FreeLocal","Standard",56,"F","S",1,49553.900000,"Y",
1418,2.648290,0.000000,24.754700,0,"CC","Budget","Standard",57,"M","M",0,28128.400000,"N",
1419,0.000000,0.000000,2.399010,0,"CH","Budget","Standard",39,"F","M",2,72401.800000,"N",
1420,9.388040,0.000000,38.968100,0,"CC","Budget","Standard",65,"M","S",1,57626.900000,"Y",
1421,5.500950,4.513320,42.638700,0,"Auto","Budget","Standard",94,"M","M",0,83876.400000,"Y",
1422,24.761700,0.000000,6.954980,0,"Auto","Budget","Standard",47,"M","M",2,42818.500000,"N",
1423,11.743600,0.000000,38.328300,0,"CC","Budget","Standard",64,"F","M",0,6528.380000,"Y",
1424,23.086000,0.000000,38.286700,0,"CC","Budget","Standard",40,"F","M",1,21126.700000,"N",
1425,10.440400,0.000000,127.425000,0,"Auto","Budget","Standard",39,"M","M",1,88474.700000,"Y",
1426,27.044500,0.905168,14.638300,0,"Auto","FreeLocal","Intnl_discount",91,"M","M",0,17527.300000,"N",
1427,4.303360,0.000000,5.469940,0,"CC","Budget","Intnl_discount",82,"M","M",1,53582.600000,"N",
1428,8.863080,0.000000,72.104900,0,"CC","Budget","Standard",92,"M","S",2,8014.590000,"N",
1429,9.441330,0.000000,80.645100,0,"CH","Budget","Standard",82,"F","S",1,79009.700000,"N",
1430,19.439700,0.000000,14.384700,0,"CC","Budget","Standard",97,"M","M",2,88146.400000,"N",
1431,17.734400,0.000000,5.428010,0,"CC","Budget","Standard",45,"F","M",0,41947.800000,"N",
1432,14.773100,0.000000,30.419000,0,"CH","FreeLocal","Standard",86,"M","M",0,92167.300000,"Y",
1433,18.224600,0.000000,122.350000,3,"CC","FreeLocal","Standard",28,"M","M",0,96563.500000,"Y",1
1434,11.064300,0.000000,40.821900,0,"CC","Budget","Standard",27,"M","S",2,4335.860000,"N",
1435,11.967800,0.000000,124.638000,0,"CC","Budget","Intnl_discount",70,"M","M",1,42211.800000,"N",
1436,6.549510,0.000000,130.343000,0,"CC","Budget","Standard",79,"F","M",0,28021.400000,"Y",
1437,9.782000,0.000000,68.617600,0,"CC","FreeLocal","Standard",78,"M","M",1,23919.100000,"N",
1438,19.933500,3.709380,42.223600,0,"CC","Budget","Intnl_discount",86,"F","M",1,99248.100000,"N",
1439,3.793930,0.000000,24.144400,0,"CC","FreeLocal","Intnl_discount",71,"M","S",0,28273.000000,"Y",
1440,0.343710,0.000000,10.983600,0,"CC","Budget","Standard",42,"M","S",1,93645.300000,"N",
1441,13.249900,0.000000,79.936000,0,"CC","FreeLocal","Standard",32,"M","S",1,54164.900000,"N",
1442,11.057100,0.000000,50.845500,0,"CC","FreeLocal","Standard",64,"F","S",1,7737.940000,"N",
1443,6.123240,0.000000,90.284900,0,"CC","FreeLocal","Standard",50,"M","M",2,94902.600000,"N",
1444,23.807600,1.719340,29.778400,0,"CC","FreeLocal","Intnl_discount",35,"M","M",2,86549.500000,"N",
1445,21.006000,9.127440,16.683800,0,"CC","FreeLocal","Intnl_discount",62,"F","M",2,8749.800000,"N",
1446,0.000000,0.000000,1.175370,0,"CC","Budget","Intnl_discount",79,"M","S",2,89566.200000,"N",
1447,0.000000,0.000000,0.623215,0,"CC","FreeLocal","Standard",84,"F","S",0,77462.000000,"N",
1448,22.328400,0.000000,194.059000,0,"CC","Budget","Standard",86,"F","M",0,86000.400000,"Y",
1449,3.987800,0.000000,73.453300,0,"CH","FreeLocal","Intnl_discount",40,"M","M",0,66223.500000,"N",
1450,29.067100,0.000000,23.001700,0,"CC","Budget","Standard",32,"F","S",2,5108.570000,"N",
1451,18.353500,0.000000,50.115600,0,"CC","Budget","Standard",80,"M","S",1,13141.500000,"N",
1452,11.745800,0.000000,54.839700,0,"CH","FreeLocal","Intnl_discount",62,"F","S",2,13965.400000,"N",
1453,23.619400,0.000000,84.728200,0,"CC","FreeLocal","Standard",29,"M","M",2,21288.300000,"N",
1454,18.548900,0.000000,31.104900,0,"CH","Budget","Intnl_discount",86,"M","S",2,43183.300000,"N",
1455,16.139300,5.975450,51.021000,0,"Auto","FreeLocal","Standard",33,"F","M",2,85433.100000,"Y",
1456,20.585100,0.000000,50.330200,0,"CC","Budget","Standard",86,"F","M",0,2530.760000,"Y",
1457,26.862400,0.000000,15.492200,0,"CC","FreeLocal","Intnl_discount",21,"M","M",2,23564.100000,"N",
1458,23.933300,0.000000,47.477300,0,"CH","FreeLocal","Intnl_discount",23,"F","S",1,14082.000000,"N",
1459,1.111460,0.000000,22.743300,0,"CC","FreeLocal","Standard",96,"M","S",0,83986.800000,"Y",
1460,22.086500,6.421610,7.526310,0,"CC","Budget","Intnl_discount",55,"F","S",0,91646.600000,"Y",
1461,10.511700,0.000000,5.906880,0,"Auto","FreeLocal","Intnl_discount",67,"F","S",1,9824.750000,"N",
1462,21.482300,0.000000,60.380800,0,"Auto","Budget","Standard",89,"M","S",1,73965.200000,"N",
1463,21.885300,0.000000,53.559200,0,"CC","FreeLocal","Standard",97,"M","M",1,63394.900000,"N",
1464,19.942000,0.000000,29.377500,0,"CC","Budget","Standard",58,"F","M",1,62260.200000,"N",
1465,2.999730,0.871178,20.741200,0,"CH","FreeLocal","Standard",36,"M","S",2,55485.800000,"Y",
1466,25.039200,0.000000,30.891100,0,"CC","Budget","Standard",49,"M","S",0,20730.700000,"N",
1467,11.831900,1.207640,50.943500,0,"CC","FreeLocal","Standard",86,"F","M",0,31242.100000,"N",
1468,28.874000,0.000000,92.524500,0,"CH","Budget","Standard",62,"M","M",2,33361.300000,"Y",
1469,10.767500,0.000000,64.623900,0,"CC","FreeLocal","Standard",94,"F","M",2,37742.000000,"N",
1470,21.493500,0.000000,32.744700,0,"CC","FreeLocal","Intnl_discount",73,"F","M",2,33607.000000,"N",
1471,15.327900,0.000000,5.117910,0,"CH","Budget","Standard",26,"M","S",2,8172.800000,"N",
1472,9.889310,0.000000,53.087900,0,"CC","Budget","Standard",59,"F","M",0,91427.200000,"N",
1473,22.125500,0.000000,22.386000,0,"CC","FreeLocal","Standard",48,"M","M",2,69005.600000,"N",
1474,12.933000,0.000000,207.598000,0,"CC","FreeLocal","Standard",46,"M","M",2,60459.600000,"N",
1475,27.544300,0.000000,33.825100,0,"Auto","FreeLocal","Intnl_discount",61,"F","M",1,79685.000000,"N",
1476,23.129900,5.602200,96.177100,0,"CH","Budget","Standard",65,"M","M",1,82783.800000,"Y",
1477,5.173330,0.000000,11.143600,1,"Auto","FreeLocal","Standard",85,"F","M",2,69730.900000,"Y",
1478,0.000000,0.000000,1.107290,0,"CC","FreeLocal","Standard",95,"F","S",2,52997.500000,"Y",
1479,2.696520,0.000000,9.116150,0,"CC","FreeLocal","Standard",62,"M","S",2,23715.000000,"Y",
1480,15.714800,0.000000,12.256900,1,"CC","FreeLocal","Standard",38,"M","S",2,52600.000000,"N",
1481,0.000000,0.000000,1.152930,0,"Auto","Budget","Intnl_discount",74,"M","S",0,13899.000000,"Y",
1482,22.435800,0.000000,41.710800,0,"CC","Budget","Intnl_discount",30,"M","S",2,23464.000000,"Y",
1483,2.870660,0.000000,262.916000,0,"CC","Budget","Standard",39,"F","S",0,58623.800000,"N",
1484,29.856200,0.000000,25.833600,0,"CC","FreeLocal","Standard",27,"F","M",1,83682.900000,"N",
1485,16.471200,1.533270,90.453700,0,"CH","Budget","Standard",53,"M","M",1,34317.600000,"N",
1486,26.996000,0.000000,13.011300,0,"CC","FreeLocal","Standard",37,"M","M",2,91272.200000,"Y",
1487,19.956300,9.898230,101.088000,0,"CC","Budget","Intnl_discount",66,"M","S",0,57122.200000,"Y",
1488,0.250512,0.000000,32.187900,0,"CC","Budget","Standard",39,"M","S",2,18569.200000,"N",
1489,11.135200,0.000000,110.787000,0,"CC","FreeLocal","Intnl_discount",24,"M","M",0,25921.400000,"N",
1490,6.830420,0.000000,52.201300,0,"CH","Budget","Standard",44,"M","M",1,49554.800000,"N",
1491,22.345400,0.000000,81.659800,0,"CC","FreeLocal","Standard",37,"M","S",0,32872.100000,"N",
1492,14.856600,0.000000,8.318340,0,"CC","Budget","Standard",43,"F","S",0,38681.400000,"Y",
1493,17.460200,0.000000,12.449700,0,"CH","FreeLocal","Standard",82,"M","S",0,37498.200000,"Y",
1494,4.473030,0.000000,32.907600,1,"Auto","Budget","Intnl_discount",83,"M","M",1,71000.500000,"Y",
1495,4.226600,0.000000,114.259000,0,"CH","FreeLocal","Intnl_discount",34,"F","M",2,16616.300000,"N",
1496,13.644200,0.000000,19.546400,1,"Auto","FreeLocal","Standard",19,"F","M",0,27842.100000,"N",
1497,28.236000,0.000000,36.964300,0,"CH","Budget","Standard",77,"F","M",0,17021.600000,"N",
1498,13.959700,0.000000,27.689900,0,"CC","FreeLocal","Intnl_discount",34,"M","S",2,9229.550000,"N",
1499,20.174300,0.000000,54.409300,0,"CC","Budget","Standard",37,"M","S",1,22543.000000,"Y",
1500,20.700200,0.000000,20.055800,0,"CC","Budget","Standard",93,"M","M",1,25949.000000,"N",
1501,23.523300,0.000000,14.265800,0,"CC","FreeLocal","Standard",31,"M","M",2,11254.900000,"Y",
1502,21.912100,6.708280,27.002900,0,"CC","Budget","Intnl_discount",52,"M","S",0,88413.400000,"Y",
1503,19.325400,0.000000,10.672700,1,"CC","Budget","Standard",88,"F","M",2,66906.600000,"N",
1504,25.115700,0.000000,284.106000,0,"CC","FreeLocal","Intnl_discount",70,"F","M",1,28197.300000,"Y",
1505,16.662300,1.924260,10.210200,0,"Auto","FreeLocal","Intnl_discount",44,"F","S",2,36824.500000,"N",
1506,11.020900,0.000000,9.261080,0,"CC","Budget","Standard",92,"M","M",1,95020.400000,"Y",
1507,9.087890,0.000000,11.394300,0,"CC","FreeLocal","Standard",93,"F","S",1,31240.300000,"Y",
1508,20.527500,6.386090,59.389200,0,"CC","Budget","Intnl_discount",33,"F","M",0,60170.100000,"N",
1509,0.000000,0.000000,4.461580,0,"CC","Budget","Standard",76,"F","M",2,83259.300000,"N",
1510,0.000000,0.000000,3.501630,0,"CH","Budget","Standard",23,"M","M",0,91659.900000,"N",
1511,16.193200,0.000000,160.422000,0,"CC","FreeLocal","Standard",39,"F","M",1,13829.400000,"N",
